family,logN,prefix_log_n,suffix_log_n,prefix_core,suffix_core,prefix_spatial_scope,suffix_spatial_scope,prefix_stage_fusion,suffix_stage_fusion,prefix_temporal_reuse,suffix_temporal_reuse,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,boundary,reorder,prefix_units_per_cta,prefix_tile_shared_bytes,suffix_units_per_cta,suffix_tile_shared_bytes,status,reason
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,256,8,16,recurrence,global-scratch,direct-strided-or-transpose,64,65536,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,256,16,4,table,global-scratch,direct-strided-or-transpose,128,131072,0,8192,hardware-infeasible,prefix-shared;suffix-coverage
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,256,16,4,recurrence,global-scratch,direct-strided-or-transpose,128,131072,0,8192,hardware-infeasible,prefix-shared;suffix-coverage
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,256,16,8,table,global-scratch,direct-strided-or-transpose,128,131072,1,16384,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,256,16,8,recurrence,global-scratch,direct-strided-or-transpose,128,131072,1,16384,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,256,16,16,table,global-scratch,direct-strided-or-transpose,128,131072,2,32768,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,256,16,16,recurrence,global-scratch,direct-strided-or-transpose,128,131072,2,32768,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,4,4,table,global-scratch,direct-strided-or-transpose,32,32768,1,16384,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,4,4,recurrence,global-scratch,direct-strided-or-transpose,32,32768,1,16384,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,4,8,table,global-scratch,direct-strided-or-transpose,32,32768,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,4,8,recurrence,global-scratch,direct-strided-or-transpose,32,32768,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,4,16,table,global-scratch,direct-strided-or-transpose,32,32768,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,4,16,recurrence,global-scratch,direct-strided-or-transpose,32,32768,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,8,4,table,global-scratch,direct-strided-or-transpose,64,65536,1,16384,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,8,4,recurrence,global-scratch,direct-strided-or-transpose,64,65536,1,16384,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,8,8,table,global-scratch,direct-strided-or-transpose,64,65536,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,8,8,recurrence,global-scratch,direct-strided-or-transpose,64,65536,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,8,16,table,global-scratch,direct-strided-or-transpose,64,65536,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,8,16,recurrence,global-scratch,direct-strided-or-transpose,64,65536,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,16,4,table,global-scratch,direct-strided-or-transpose,128,131072,1,16384,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,16,4,recurrence,global-scratch,direct-strided-or-transpose,128,131072,1,16384,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,16,8,table,global-scratch,direct-strided-or-transpose,128,131072,2,32768,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,16,8,recurrence,global-scratch,direct-strided-or-transpose,128,131072,2,32768,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,16,16,table,global-scratch,direct-strided-or-transpose,128,131072,4,65536,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,512,16,16,recurrence,global-scratch,direct-strided-or-transpose,128,131072,4,65536,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,4,4,table,global-scratch,direct-strided-or-transpose,32,32768,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,4,4,recurrence,global-scratch,direct-strided-or-transpose,32,32768,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,4,8,table,global-scratch,direct-strided-or-transpose,32,32768,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,4,8,recurrence,global-scratch,direct-strided-or-transpose,32,32768,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,4,16,table,global-scratch,direct-strided-or-transpose,32,32768,8,131072,hardware-infeasible,suffix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,4,16,recurrence,global-scratch,direct-strided-or-transpose,32,32768,8,131072,hardware-infeasible,suffix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,8,4,table,global-scratch,direct-strided-or-transpose,64,65536,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,8,4,recurrence,global-scratch,direct-strided-or-transpose,64,65536,2,32768,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,8,8,table,global-scratch,direct-strided-or-transpose,64,65536,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,8,8,recurrence,global-scratch,direct-strided-or-transpose,64,65536,4,65536,requires-new-kernel,large-dimension-layout
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,8,16,table,global-scratch,direct-strided-or-transpose,64,65536,8,131072,hardware-infeasible,suffix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,8,16,recurrence,global-scratch,direct-strided-or-transpose,64,65536,8,131072,hardware-infeasible,suffix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,16,4,table,global-scratch,direct-strided-or-transpose,128,131072,2,32768,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,16,4,recurrence,global-scratch,direct-strided-or-transpose,128,131072,2,32768,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,16,8,table,global-scratch,direct-strided-or-transpose,128,131072,4,65536,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,16,8,recurrence,global-scratch,direct-strided-or-transpose,128,131072,4,65536,hardware-infeasible,prefix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,16,16,table,global-scratch,direct-strided-or-transpose,128,131072,8,131072,hardware-infeasible,prefix-shared;suffix-shared
cufftdx-online,18,7,11,cufftdx-block,cufftdx-direct,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,1024,1024,16,16,recurrence,global-scratch,direct-strided-or-transpose,128,131072,8,131072,hardware-infeasible,prefix-shared;suffix-shared
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,4,4,table,global-scratch,online-tiled,2,4096,0,4096,hardware-infeasible,suffix-coverage
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,4,4,recurrence,global-scratch,online-tiled,2,4096,0,4096,hardware-infeasible,suffix-coverage
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,4,8,table,global-scratch,online-tiled,2,4096,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,4,8,recurrence,global-scratch,online-tiled,2,4096,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,4,16,table,global-scratch,online-tiled,2,4096,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,4,16,recurrence,global-scratch,online-tiled,2,4096,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,8,4,table,global-scratch,online-tiled,4,8192,0,4096,hardware-infeasible,suffix-coverage
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,8,4,recurrence,global-scratch,online-tiled,4,8192,0,4096,hardware-infeasible,suffix-coverage
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,8,8,table,global-scratch,online-tiled,4,8192,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,8,8,recurrence,global-scratch,online-tiled,4,8192,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,8,16,table,global-scratch,online-tiled,4,8192,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,8,16,recurrence,global-scratch,online-tiled,4,8192,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,16,4,table,global-scratch,online-tiled,8,16384,0,4096,hardware-infeasible,suffix-coverage
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,16,4,recurrence,global-scratch,online-tiled,8,16384,0,4096,hardware-infeasible,suffix-coverage
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,16,8,table,global-scratch,online-tiled,8,16384,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,16,8,recurrence,global-scratch,online-tiled,8,16384,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,16,16,table,global-scratch,online-tiled,8,16384,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,128,16,16,recurrence,global-scratch,online-tiled,8,16384,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,4,4,table,global-scratch,online-tiled,2,4096,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,4,4,recurrence,global-scratch,online-tiled,2,4096,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,4,8,table,global-scratch,online-tiled,2,4096,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,4,8,recurrence,global-scratch,online-tiled,2,4096,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,4,16,table,global-scratch,online-tiled,2,4096,4,32768,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,4,16,recurrence,global-scratch,online-tiled,2,4096,4,32768,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,8,4,table,global-scratch,online-tiled,4,8192,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,8,4,recurrence,global-scratch,online-tiled,4,8192,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,8,8,table,global-scratch,online-tiled,4,8192,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,8,8,recurrence,global-scratch,online-tiled,4,8192,2,16384,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,8,16,table,global-scratch,online-tiled,4,8192,4,32768,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,8,16,recurrence,global-scratch,online-tiled,4,8192,4,32768,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,16,4,table,global-scratch,online-tiled,8,16384,1,8192,compiled,
cufftdx-online,18,8,10,cufftdx-block,cufftdx-block,cta,cta,full-dimension,full-dimension,resident-codelet,resident-codelet,128,256,16,4,recurrence,global-scratch,online-tiled,8,16384,1,8192,compiled,
